0,1,2
12.329080062353839,12.315279960632324,12.282198500611015
12.411654670508447,12.407522201538086,12.483720865245722
13.15441191890959,13.158809661865234,13.153504671452955
12.467004979937736,12.49846076965332,12.43798511287283
12.201083299934496,12.190882682800293,12.206829029431232
13.433236918419775,13.446663856506348,13.510269686529139
13.01338940251852,13.021773338317871,13.03607973178002
12.738689148586982,12.768498420715332,12.771748466357366
12.89133963530713,12.864505767822266,12.912897550584207
13.31426232000226,13.275022506713867,13.258237001878847
13.530487370986704,13.591525077819824,13.457144249231524
12.801699033464551,12.836559295654297,12.816135868080986
13.394930084435073,13.382148742675781,13.399564840790221
12.154732777582444,12.183735847473145,12.198234193949798
12.317364280987443,12.275219917297363,12.286384744580554
12.882070023738647,12.883922576904297,12.965682405511883
14.024361842005927,14.040112495422363,14.04801777755357
12.224418439408655,12.213876724243164,12.233515169408479
12.72607374748943,12.70662784576416,12.737169915106579
12.301106114528835,12.309918403625488,12.299750556098818
13.639377882040236,13.602821350097656,13.606269775637907
13.377163834512862,13.375406265258789,13.339980450741876
13.300343403910425,13.259689331054688,13.268916143628164
13.351184405598858,13.367964744567871,13.344978342735912
13.127389508892254,13.122360229492188,13.110310307838326
12.600826272690316,12.648366928100586,12.585272176550163
13.4113508913511,13.390604019165039,13.437304505804756
13.58724743444723,13.571330070495605,13.620302169898606
12.144703877448332,12.082706451416016,12.130693427638853
13.223634553233945,13.276161193847656,13.22984151827129
13.169990900625166,13.24560832977295,13.246402612963795
13.67151754246194,13.694782257080078,13.694980209785673
13.293962641684255,13.277030944824219,13.292756208576193
12.125370841373998,12.099098205566406,12.155120049361289
13.571346236575952,13.585097312927246,13.562014815769821
13.133850425688557,13.14149284362793,13.128877636800963
13.724693321859812,13.795656204223633,13.732128345152969
12.61858284777704,12.601750373840332,12.621950410351364
12.71120007922882,12.698907852172852,12.73516504422577
13.779838171271129,13.823464393615723,13.72232838863824
13.251935226520853,13.315218925476074,13.233872287435151
12.37863377487482,12.309306144714355,12.371090208565247
13.253728314217666,13.230585098266602,13.233848947981244
13.127674840760209,13.13222599029541,13.110861569071348
13.832859703254439,13.827080726623535,13.900540268303308
12.573819159841332,12.5261812210083,12.576346895535115
12.162447854697351,12.205631256103516,12.17921495789829
14.083365509275577,14.10666561126709,14.010406129426475
12.80634537329294,12.839099884033203,12.805913307081262
13.278675204812044,13.252580642700195,13.290385963443622
12.747597130309478,12.819950103759766,12.743585042077687
13.553636967970514,13.524360656738281,13.527320347518662
12.82370194791993,12.787287712097168,12.832120501403566
13.469929870293033,13.438056945800781,13.348591505686862
12.829669130423527,12.863252639770508,12.803866222798222
12.546731080475487,12.585543632507324,12.566714989139133
12.706612540498814,12.711493492126465,12.72385049829254
12.61658910491318,12.562500953674316,12.608922790137607
13.775836102758909,13.717408180236816,13.820688969732377
12.574244337961755,12.52942180633545,12.594907682282555
12.667635674230514,12.685731887817383,12.715868043818135
12.436336434501552,12.420452117919922,12.405923996857874
13.957739071980823,13.99790096282959,14.077060448781646
12.199053312815543,12.194826126098633,12.24563900435824
13.260230493655845,13.188911437988281,13.236144944163826
12.540661094053062,12.51513385772705,12.50865214072321
12.284418306360907,12.254758834838867,12.19818941472672
13.246640174189167,13.217564582824707,13.310033605193581
13.843916521486038,13.94561767578125,13.76646100259136
13.276316053936664,13.333207130432129,13.321482530367318
12.419779724199644,12.446050643920898,12.364386168478559
12.303832270771291,12.291354179382324,12.288727916314215
13.645354632467505,13.585562705993652,13.68673260876337
13.275786634208572,13.223557472229004,13.226225450148156
12.957675796628843,13.052842140197754,12.909220371955366
12.566537085954248,12.544318199157715,12.53930894848694
12.877364419270592,12.896592140197754,12.952936786998684
