id,price
15035,501626.56
15036,497386.9
15037,1329512.5
15038,304053.38
15039,332762.44
15040,311331.8
15041,434345.5
15042,688458.75
15043,268157.72
15044,359554.75
15045,695416.5
15046,211016.83
15047,496816.6
15048,516471.12
15049,888702.8
15050,198762.33
15051,422381.56
15052,505264.94
15053,1065586.5
15054,434089.2
15055,536385.25
15056,524515.8
15057,1029722.56
15058,356266.72
15059,449249.56
15060,499803.88
15061,363803.8
15062,613645.44
15063,273414.6
15064,586047.9
15065,902520.56
15066,336107.47
15067,616840.8
15068,1205203.8
15069,405648.28
15070,563104.0
15071,538827.75
15072,538124.75
15073,397970.44
15074,362815.66
15075,744007.56
15076,1294805.2
15077,455661.06
15078,216134.94
15079,837953.1
15080,489165.47
15081,544349.6
15082,644305.5
15083,293735.06
15084,558409.75
15085,1015072.94
15086,519775.78
15087,300380.7
15088,485480.5
15089,213128.9
15090,372366.2
15091,274467.97
15092,263697.34
15093,460485.62
15094,273031.3
15095,244577.45
15096,548116.44
15097,777505.7
15098,465346.62
15099,220081.72
15100,455608.03
15101,164634.77
15102,494668.78
15103,723113.94
15104,490591.3
15105,297274.94
15106,539407.7
15107,506586.47
15108,386984.06
15109,326075.16
15110,249518.86
15111,567882.2
15112,402329.56
15113,416654.8
15114,223501.47
15115,390749.66
15116,496257.84
15117,299706.8
15118,452062.03
15119,676685.9
15120,463590.75
15121,229546.31
15122,284018.2
15123,740039.06
15124,484721.3
15125,550292.7
15126,416638.94
15127,925745.44
15128,479354.28
15129,232159.14
15130,222351.73
15131,225585.5
15132,662276.25
15133,1111767.0
15134,623801.3
15135,596329.1
15136,279398.94
15137,754389.7
15138,313922.06
15139,442272.75
15140,642361.8
15141,390226.8
15142,412153.06
15143,541752.4
15144,584714.2
15145,480749.72
15146,537823.56
15147,304911.44
15148,251212.67
15149,469174.44
15150,392182.5
15151,504441.12
15152,318282.94
15153,366757.2
15154,786444.2
15155,185650.6
15156,400913.16
15157,338185.8
15158,339774.1
15159,306474.06
15160,529500.0
15161,1128606.1
15162,460465.4
15163,395614.44
15164,497077.75
15165,645918.0
15166,1079252.2
15167,569610.8
15168,794908.25
15169,760242.6
15170,183392.34
15171,520713.0
15172,229345.22
15173,646612.0
15174,166027.33
15175,221072.1
15176,591123.9
15177,294638.75
15178,421231.88
15179,897057.9
15180,718252.7
15181,398242.25
15182,759340.5
15183,278236.44
15184,452134.88
15185,390792.88
15186,1058174.8
15187,418562.5
15188,484915.97
15189,379033.2
15190,660258.2
15191,251080.22
15192,481891.3
15193,501042.3
15194,241510.05
15195,295784.62
15196,585689.75
15197,527193.3
15198,477702.25
15199,369406.06
15200,263569.12
15201,695229.5
15202,438079.56
15203,191527.38
15204,197451.16
15205,332551.12
15206,1771604.6
15207,450881.0
15208,332246.2
15209,291650.5
15210,323107.47
15211,318563.53
15212,697550.6
15213,479416.47
15214,311386.16
15215,491757.7
15216,256420.64
15217,247365.84
15218,469050.94
15219,353622.0
15220,388273.8
15221,740427.4
15222,257658.06
15223,476226.22
15224,560065.75
15225,428422.66
15226,211444.5
15227,498504.78
15228,428495.0
15229,611133.0
15230,335476.28
15231,219737.36
15232,443216.88
15233,525729.25
15234,1452401.0
15235,422836.16
15236,382551.06
15237,324352.6
15238,599900.44
15239,579108.06
15240,419061.75
15241,344962.88
15242,485894.12
15243,320368.06
15244,653610.44
15245,466226.6
15246,605808.9
15247,321996.38
15248,564071.5
15249,346249.62
15250,1930883.6
15251,375664.12
15252,666597.75
15253,409164.5
15254,433313.66
15255,337671.47
15256,316572.53
15257,377609.12
15258,597283.0
15259,214318.4
15260,494632.94
15261,269751.6
15262,450376.9
15263,349170.34
15264,478312.22
15265,735177.6
15266,417093.75
15267,448461.5
15268,458534.2
15269,518631.0
15270,868913.6
15271,957735.9
15272,293782.4
15273,264787.5
15274,590688.25
15275,365215.2
15276,560229.75
15277,309511.44
15278,1239894.5
15279,274542.06
15280,572877.8
15281,1058287.8
15282,443503.56
15283,239929.23
15284,1137187.9
15285,937909.25
15286,472882.2
15287,662480.9
15288,764622.75
15289,651407.56
15290,393136.28
15291,509600.4
15292,505336.72
15293,508267.12
15294,790773.1
15295,393731.38
15296,216816.83
15297,210434.03
15298,878437.9
15299,424296.44
15300,283472.1
15301,429445.3
15302,173175.9
15303,431024.2
15304,827861.4
15305,240761.73
15306,501948.12
15307,621800.94
15308,553892.44
15309,334103.06
15310,387066.72
15311,633499.1
15312,485350.4
15313,1838968.6
15314,224457.14
15315,1297587.8
15316,358415.38
15317,508544.47
15318,520606.75
15319,1177714.2
15320,620986.06
15321,222440.19
15322,715567.1
15323,285227.97
15324,394905.38
15325,376930.56
15326,664366.94
15327,303139.03
15328,685134.06
15329,480656.2
15330,825052.3
15331,425092.7
15332,519880.88
15333,444546.94
15334,292685.34
15335,535073.25
15336,364432.34
15337,199805.9
15338,588088.6
15339,327851.56
15340,364114.8
15341,314526.5
15342,215672.69
15343,281034.16
15344,783083.8
15345,231019.94
15346,409163.72
15347,431211.66
15348,1317631.0
15349,284549.28
15350,375570.62
15351,406199.16
15352,1440458.0
15353,353039.75
15354,287443.66
15355,590192.75
15356,724410.2
15357,741951.3
15358,915182.7
15359,393284.78
15360,538561.1
15361,255397.31
15362,475932.9
15363,502325.03
15364,534873.75
15365,395097.5
15366,576386.2
15367,469680.75
15368,476411.1
15369,468385.38
15370,434133.47
15371,323348.8
15372,224463.56
15373,332359.62
15374,378492.47
15375,884746.06
15376,440941.94
15377,471305.5
15378,605393.06
15379,302181.9
15380,480701.12
15381,781201.9
15382,616061.25
15383,717087.8
15384,326731.62
15385,1673592.1
15386,437837.3
15387,605544.4
15388,424239.38
15389,372511.84
15390,394702.8
15391,253172.58
15392,287682.8
15393,353892.25
15394,441029.8
15395,241800.66
15396,249447.48
15397,615174.2
15398,229909.34
15399,547642.5
15400,750889.8
15401,460066.84
15402,859947.75
15403,258463.33
15404,637365.4
15405,382414.62
15406,914240.56
15407,361313.28
15408,476301.16
15409,642269.4
15410,321617.97
15411,494239.2
15412,291854.47
15413,290231.28
15414,342590.53
15415,529795.0
15416,1293305.8
15417,436151.56
15418,423939.28
15419,467941.56
15420,591286.8
15421,638469.56
15422,790718.8
15423,397903.62
15424,451945.2
15425,1546828.0
15426,350373.53
15427,725338.6
15428,648420.75
15429,742119.75
15430,430081.8
15431,354213.7
15432,228425.6
15433,483837.34
15434,341228.53
15435,763971.1
15436,447771.3
15437,1127758.4
15438,557799.8
15439,578819.3
15440,676856.94
15441,688332.7
15442,473721.75
15443,354199.84
15444,447344.06
15445,449366.97
15446,424277.8
15447,353983.03
15448,250241.64
15449,224010.2
15450,283704.4
15451,528355.0
15452,289451.78
15453,554680.06
15454,817485.6
15455,1307663.9
15456,482330.84
15457,463338.38
15458,337028.34
15459,965452.8
15460,596121.56
15461,414208.38
15462,553713.94
15463,175653.1
15464,275190.06
15465,716459.6
15466,188629.94
15467,463285.34
15468,372647.94
15469,231082.52
15470,507317.94
15471,618650.0
15472,348286.7
15473,549118.9
15474,735063.4
15475,790416.5
15476,583121.0
15477,563503.7
15478,388453.47
15479,273925.1
15480,369527.97
15481,228095.36
15482,1252782.4
15483,280611.8
15484,611964.6
15485,231008.03
15486,459209.88
15487,462959.84
15488,251263.7
15489,300388.4
15490,341131.56
15491,288301.6
15492,256152.27
15493,328239.2
15494,263860.1
15495,326220.1
15496,586292.1
15497,874088.25
15498,543409.25
15499,796523.9
15500,215898.22
15501,582859.1
15502,362732.62
15503,939277.9
15504,548593.4
15505,202488.22
15506,486626.8
15507,539373.75
15508,554776.4
15509,210912.4
15510,434735.88
15511,1356984.4
15512,200053.78
15513,260691.55
15514,469891.34
15515,1090631.5
15516,359778.38
15517,396068.2
15518,445081.88
15519,364119.34
15520,436090.8
15521,460443.0
15522,596519.6
15523,709503.75
15524,405538.44
15525,606834.1
15526,277243.16
15527,2022939.0
15528,307678.56
15529,361350.84
15530,290163.75
15531,772594.1
15532,356062.25
15533,718603.5
15534,740043.3
15535,580540.8
15536,420698.3
15537,1065793.9
15538,409595.9
15539,620414.9
15540,564133.4
15541,491875.4
15542,242902.89
15543,252962.61
15544,1190211.1
15545,1842751.9
15546,277728.22
15547,369200.75
15548,357665.53
15549,674842.1
15550,588121.1
15551,775880.56
15552,486711.75
15553,315247.84
15554,667767.9
15555,344549.56
15556,407789.38
15557,632275.7
15558,870875.6
15559,369362.75
15560,504697.12
15561,855192.0
15562,292601.34
15563,353241.12
15564,275525.9
15565,220808.08
15566,1050850.5
15567,249560.98
15568,225829.16
15569,392791.5
15570,629281.1
15571,275365.7
15572,604747.94
15573,260154.1
15574,395134.44
15575,228091.02
15576,468970.0
15577,419048.2
15578,792198.25
15579,326557.2
15580,650521.06
15581,405586.4
15582,1523121.1
15583,386323.62
15584,739059.44
15585,224747.6
15586,754749.5
15587,330480.94
15588,240654.53
15589,458048.62
15590,1051778.9
15591,310845.25
15592,1291779.8
15593,259421.23
15594,269182.62
15595,362898.38
15596,189706.25
15597,365570.25
15598,287184.2
15599,521218.78
15600,258915.3
15601,281245.2
15602,437224.34
15603,365253.84
15604,539585.75
15605,603605.4
15606,826773.3
15607,1250904.4
15608,237301.38
15609,1002255.25
15610,533165.1
15611,745220.44
15612,418867.56
15613,296075.88
15614,580037.75
15615,390563.0
15616,267427.56
15617,724837.25
15618,648213.6
15619,385801.9
15620,310863.03
15621,748502.56
15622,178017.47
15623,162107.52
15624,362174.03
15625,540262.3
15626,960859.25
15627,524557.3
15628,607471.6
15629,257574.05
15630,231314.9
15631,357985.28
15632,260692.53
15633,509616.44
15634,1445842.0
15635,537941.06
15636,329675.7
15637,285619.7
15638,658632.5
15639,731750.1
15640,430458.5
15641,351218.25
15642,1432272.0
15643,567797.7
15644,232146.52
15645,618460.06
15646,230554.2
15647,837556.0
15648,274555.4
15649,345797.5
15650,237223.1
15651,581358.56
15652,692879.06
15653,207016.9
15654,297754.72
15655,557992.4
15656,252162.7
15657,327138.53
15658,250044.6
15659,244294.92
15660,1050400.6
15661,266904.22
15662,521856.9
15663,1120474.9
15664,374970.8
15665,523744.06
15666,267364.06
15667,348965.94
15668,208210.22
15669,490668.53
15670,259589.78
15671,2597257.5
15672,499499.38
15673,264395.12
15674,195134.4
15675,654938.9
15676,432361.78
15677,620495.3
15678,464317.28
15679,408160.94
15680,316617.53
15681,1072204.4
15682,633455.6
15683,1758805.5
15684,523757.53
15685,299112.03
15686,313557.94
15687,214253.44
15688,429145.22
15689,356746.1
15690,251245.5
15691,255262.9
15692,236128.38
15693,915963.3
15694,569513.56
15695,375018.03
15696,1006006.25
15697,358876.78
15698,1013697.25
15699,517870.84
15700,428799.53
15701,299417.4
15702,495687.4
15703,440567.0
15704,592578.94
15705,460090.53
15706,514471.3
15707,307360.94
15708,406388.62
15709,357209.1
15710,142446.77
15711,2719806.0
15712,1035289.94
15713,235540.92
