0,1,2
12.329080062353839,12.33878231048584,12.282198500611015
12.411654670508447,12.408760070800781,12.48372086524572
13.15441191890959,13.160547256469727,13.153504671452954
12.467004979937736,12.482096672058105,12.43798511287283
12.201083299934496,12.197125434875488,12.206829029431232
13.433236918419775,13.450597763061523,13.510269686529139
13.01338940251852,13.024906158447266,13.036079731780024
12.738689148586982,12.776568412780762,12.771748466357362
12.89133963530713,12.866265296936035,12.912897550584207
13.31426232000226,13.262871742248535,13.258237001878847
13.530487370986704,13.614603042602539,13.457144249231524
12.801699033464551,12.833232879638672,12.816135868080986
13.394930084435073,13.387889862060547,13.399564840790221
12.154732777582444,12.1928071975708,12.198234193949798
12.317364280987443,12.271952629089355,12.286384744580554
12.882070023738647,12.883848190307617,12.965682405511883
14.024361842005927,14.059989929199219,14.04801777755357
12.224418439408655,12.221163749694824,12.233515169408479
12.72607374748943,12.70300006866455,12.737169915106579
12.301106114528835,12.313758850097656,12.29975055609882
13.639377882040236,13.602770805358887,13.606269775637907
13.377163834512862,13.38878345489502,13.339980450741878
13.300343403910425,13.25631332397461,13.268916143628166
13.351184405598858,13.367191314697266,13.344978342735912
13.127389508892254,13.140580177307129,13.110310307838326
12.600826272690316,12.648480415344238,12.585272176550163
13.4113508913511,13.386992454528809,13.437304505804756
13.58724743444723,13.592803955078125,13.620302169898606
12.144703877448332,12.08258056640625,12.130693427638853
13.223634553233945,13.269481658935547,13.22984151827129
13.169990900625166,13.252965927124023,13.246402612963793
13.67151754246194,13.692554473876953,13.694980209785673
13.293962641684255,13.301486015319824,13.292756208576193
12.125370841373998,12.098114967346191,12.155120049361289
13.571346236575952,13.586886405944824,13.56201481576982
13.133850425688557,13.154491424560547,13.128877636800967
13.724693321859812,13.793013572692871,13.732128345152972
12.61858284777704,12.593238830566406,12.621950410351364
12.71120007922882,12.70073127746582,12.735165044225772
13.779838171271129,13.823749542236328,13.72232838863824
13.251935226520853,13.321784019470215,13.233872287435151
12.37863377487482,12.340353965759277,12.371090208565247
13.253728314217666,13.233339309692383,13.233848947981244
13.127674840760209,13.13917350769043,13.110861569071348
13.832859703254439,13.848699569702148,13.900540268303308
12.573819159841332,12.531207084655762,12.576346895535115
12.162447854697351,12.194929122924805,12.179214957898287
14.083365509275577,14.098828315734863,14.010406129426475
12.80634537329294,12.826565742492676,12.805913307081262
13.278675204812044,13.245054244995117,13.29038596344362
12.747597130309478,12.829931259155273,12.743585042077687
13.553636967970514,13.561067581176758,13.527320347518664
