id,price
15200,1251170.1973569244
15201,316526.373394164
15202,705795.8052783879
15203,194742.83022655733
15204,391865.5520499009
15205,317588.3310549774
15206,429401.6148231562
15207,698335.8429872416
15208,684961.355999202
15209,715880.0556994631
15210,220127.11698243106
15211,604065.2690677695
15212,229604.76412311202
15213,1224010.5451824833
15214,913040.8171320196
15215,303239.363231145
15216,417393.8202366908
15217,244754.1930890979
15218,495597.7952912241
15219,580868.986750562
15220,493641.3799534487
15221,289863.1892196826
15222,198705.07017398387
15223,1144927.2167539499
15224,357319.5929880787
15225,573239.0061610593
15226,350977.5703988699
15227,802531.1555447421
15228,247695.5944704724
15229,324613.230772549
15230,183906.44619532602
15231,576820.3079270428
15232,580781.5775924869
15233,1108885.545820563
15234,380494.75255621085
15235,562935.4782776854
15236,483706.3138802049
15237,210606.80007568476
15238,643955.3512278795
15239,736391.6107980227
15240,435156.7000267465
15241,211229.27440906232
15242,868634.0760195734
15243,706129.4087915191
15244,234413.1050791992
15245,455034.38585845707
15246,555042.0192342518
15247,846895.2158796088
15248,504163.8374023278
15249,232299.37561438105
15250,690561.3118956175
15251,340199.1088248643
15252,855971.7161032257
15253,412442.6835071905
15254,625850.1844054132
15255,377865.43136688677
15256,259638.61435700598
15257,1011880.8846310462
15258,388125.79482030723
15259,248609.78084091778
15260,538396.3955603782
15261,614211.3832776088
15262,714521.7607357226
15263,1076263.6594643127
15264,405698.2424778918
15265,412170.48664480395
15266,283622.88689875853
15267,265559.9028768261
15268,401020.3240700217
15269,365159.1022075707
15270,228303.3068253268
15271,209448.41978949573
15272,337877.36784657725
15273,238882.82075837668
15274,491768.9752622563
15275,289201.08170579514
15276,523371.46024890844
15277,462732.45923029195
15278,354450.1232476805
15279,270532.2992981757
15280,253461.86662183618
15281,371384.9243542119
15282,253088.66633658198
15283,367994.6295545989
15284,556230.1610922584
15285,325780.23166302295
15286,369428.35915953014
15287,281034.97325142066
15288,3030529.7618018417
15289,424175.3688363759
15290,342111.71548289666
15291,367924.48767997057
15292,397371.8148700251
15293,762599.4917336124
15294,485179.1337699729
15295,631664.4898167893
15296,2372876.6186298504
15297,333354.23053900467
15298,711785.546008687
15299,536152.1646618233
15300,466794.93492174626
15301,843400.4067401409
15302,231771.4670619365
15303,224897.62629886853
15304,243400.76023184735
15305,401083.64664582256
15306,290064.47272086743
15307,607494.5238983644
15308,724103.4028787394
15309,439912.45392952947
15310,319900.6978504336
15311,540518.4429977421
15312,413037.2174216966
15313,256247.47717889986
15314,787163.0377927609
15315,447072.9751529091
15316,318465.35957966116
15317,807208.5152340783
15318,360351.77531957265
15319,589967.8858510131
15320,386050.7515162199
15321,423408.13500369847
15322,655633.1372122484
15323,401829.75054098957
15324,602817.1825436091
15325,589320.0002033595
15326,451791.4201585334
15327,275690.49138240854
15328,344710.7767971147
15329,434309.84611860383
15330,305737.07605843944
15331,719435.657404833
15332,594745.3305575817
15333,474436.5177701296
15334,392428.6713912155
15335,392645.1167940686
15336,229527.74131782944
15337,515244.335154073
15338,706351.1722127214
15339,283290.5148333924
15340,334717.56083728274
15341,669917.799875792
15342,484674.85694009124
15343,236799.65001596732
15344,355248.5367316972
15345,84345.24502894761
15346,298598.8154343763
15347,246540.28188036248
15348,911590.8380821905
15349,487981.2785527969
15350,417446.37057971465
15351,718184.6261864296
15352,422049.08051138127
15353,340526.73824704956
15354,239164.9540299683
15355,418246.796382279
15356,650391.2888350887
15357,317314.70940359455
15358,279280.71383537044
15359,245991.44913357162
15360,552448.1899943749
15361,593851.0919425412
15362,330076.5851554404
15363,761963.1356118255
15364,768028.7900406716
15365,247750.32374771393
15366,335001.7119665464
15367,196358.31374373424
15368,2077564.9281654593
15369,299008.1499048149
15370,310719.2787481849
15371,220579.59879710412
15372,738286.3738901251
15373,1470205.2374003672
15374,218434.6462614196
15375,444256.29611938447
15376,930560.2143033744
