0,1,2,3,4,5,6
12.340727653008368,12.333150863647461,12.69033459423496,12.481782997259286,12.78720227436617,12.4628745943262,12.332654175151943
12.503919631041338,12.471343040466309,12.737938895216246,12.816127077061541,12.789567028216617,12.875207146785137,12.604272994224118
13.14747712184654,13.132257461547852,13.085660650589968,12.961625892411393,12.995956371539563,12.970787339613569,13.161466975310478
12.46081101104781,12.48836612701416,12.644462863057973,12.548687693980849,12.923609899377485,12.460721128330189,12.518759665863412
12.151889260386518,12.1605863571167,12.54397153719288,12.3550180099311,12.772105868814753,12.328870727339083,12.172613609695997
13.543258051106045,13.514886856079102,13.352154515907204,13.435011817449956,13.17968127080979,13.426967722982464,13.505492905665971
13.083836412041604,13.015419006347656,12.905586540943332,12.968348028521174,12.85169321781674,12.98533714887958,13.060512684425731
12.836465003023179,12.824085235595703,13.08232503264251,13.156641559299958,12.959319756056848,13.114599540455245,12.738746593375966
12.90506748554125,12.8641996383667,12.841364214563022,12.688428522251032,12.861284238292294,12.711914362618984,12.874448782772502
13.263573296140695,13.317708015441895,13.044687945636914,13.207150958211356,13.038243714996,13.281297466525208,13.244489414973799
13.541455897780786,13.546769142150879,13.567275256632692,13.723546575871413,13.397378426272015,13.738967870874525,13.521464164365835
12.831753479354674,12.829527854919434,13.119403896225268,13.087750045426175,13.059126438046087,13.120731042998324,12.811969858861799
13.415005149992771,13.352346420288086,13.009990837648175,13.153553976519174,12.9751391120502,13.224163140125595,13.378007500740717
12.217994400422725,12.211408615112305,12.487854268743863,12.487503665913053,12.657976897069402,12.36415166356181,12.208506245392252
12.300756869238654,12.28670597076416,12.533203200900918,12.441696922125601,12.724452781234708,12.397302098099804,12.326513054892645
12.981093845301446,12.955830574035645,13.027021959932679,12.988225764723946,12.96577255181188,12.979457766586627,12.924667182024619
13.974400079951975,13.986099243164062,13.649322079114054,13.80504708659242,13.420522083163952,13.723216467183857,13.902963247905234
12.228314832058857,12.249204635620117,12.472044229515182,12.220373679033417,12.675307056001456,12.227468788213535,12.152916289698853
12.707875023047722,12.727423667907715,12.970685678285324,12.974923834965303,13.05756073287178,12.874019247347603,12.713194951199009
12.300808198979965,12.243191719055176,12.446050508712393,12.486396165186646,12.76399847307895,12.325766987012532,12.243939594221859
13.64331345421007,13.601948738098145,13.279678299563818,13.426852807984773,13.14636129926908,13.517121636548897,13.66216367905761
13.386732225492965,13.430428504943848,13.091931048550267,13.336176386189532,12.991676347094003,13.360981760019921,13.3152317336263
13.303545960112316,13.267943382263184,13.149335188483862,13.13834438623208,13.145242712330672,13.13754223973401,13.281748611190864
13.339914177451442,13.39215087890625,13.142278762910037,13.24499036180622,13.077777408398388,13.279998115291786,13.375518887243894
13.080782857834237,13.085319519042969,13.046753147938198,13.147660351131607,12.933813662629223,13.164795640144694,13.102478228411185
12.671894797045935,12.65859603881836,12.816463241244069,12.645392425558894,12.986718745503062,12.64847298502977,12.651261606908463
13.393464807975118,13.404995918273926,13.292597315576229,13.522679484387961,13.181674262112063,13.550108868684891,13.35162333414741
13.549619777093683,13.582523345947266,13.29688110153941,13.583727911680375,13.17236937479689,13.602528615398876,13.587794366691751
12.177705739754739,12.214011192321777,12.520200215094304,12.261934302089504,12.7227761392242,12.252806575843216,12.061616982100658
13.212222104460118,13.252852439880371,13.170154710076757,13.055012014856286,13.17559388499089,13.072901161821523,13.206624484968955
13.202420345384464,13.229247093200684,13.212790880150672,13.07957318562687,13.206839604513116,13.082919675915857,13.275158169894802
13.700497123286466,13.70756721496582,13.604338787601689,13.579416724988473,13.403199021751178,13.672350377901974,13.687276595606138
13.271595428686629,13.304746627807617,12.9714200639155,13.034159342310655,12.955393728911018,13.145488941918027,13.279363741749508
12.154325303644136,12.172571182250977,12.258667568288171,12.014980435892962,12.596754278601157,12.030343939480716,12.091650760030275
13.555359436466496,13.518327713012695,13.400847113831482,13.537074410235011,13.253390414762583,13.51036955854076,13.553171419360995
13.168435563824897,13.151633262634277,12.963693695769392,13.031328890144168,12.946792636153711,13.04322873056903,13.171016162452188
13.769516336336032,13.755334854125977,13.471365155640873,13.523599666111688,13.28679473783721,13.577863458497323,13.740678772137587
12.642023326404308,12.603836059570312,12.785088005957608,12.625856059322896,13.020424216462448,12.645000414443437,12.62440723162636
12.702839663133515,12.722098350524902,12.973300352507136,12.943334387331015,13.088421589121818,12.891737281095466,12.697574494102177
13.841585861827507,13.884249687194824,13.552758325206817,13.79856594414492,13.45197600777734,13.77512659834136,13.838688317039454
13.220077595859122,13.300471305847168,13.185178962830873,13.271382953298945,13.191090630383545,13.171518248762386,13.214353136654452
12.38263543912046,12.410611152648926,12.634188767897811,12.49213310584859,12.810553925122814,12.443744862969456,12.435188237006468
13.249030171274947,13.25217056274414,13.121779512156333,13.0276983050108,13.068512632557567,13.069805335268866,13.170338665488412
13.174074659601384,13.111696243286133,12.925124475131557,12.870905906483552,12.961535314309629,12.85442882907967,13.166431408552931
13.939937502431498,13.764814376831055,13.553722516511622,13.620609914592334,13.309519442261752,13.578915364741388,13.855246063111073
12.528510030051716,12.527036666870117,12.763696819171965,12.66762719552845,13.01726693214418,12.60520706952045,12.548013293700485
12.15748078020411,12.221932411193848,12.449070611060284,12.211651529071561,12.641268895436477,12.235162274310927,12.170112976175668
13.986124845305465,14.041913032531738,13.98240194645511,14.224519656794497,13.552557871620431,14.226664090354916,14.089717913807858
12.810892994147732,12.765158653259277,12.982575572920524,13.023955313487445,12.933956665935643,12.999346575749716,12.839858999335632
13.235948078577751,13.2584867477417,13.232246970888085,13.509487002560647,13.158599926286982,13.474359042663796,13.258467854461706
12.79181188347412,12.773263931274414,12.691762169807772,12.705629326016513,12.864369641098405,12.732823079412116,12.764738151007105
13.539351712872051,13.556317329406738,13.619197708731045,13.782151046049313,13.435942916992744,13.707262753221844,13.612990233662092
12.791720417766243,12.787422180175781,12.960573589753395,12.876153665107635,12.872479424840757,12.865522001146918,12.829690042658314
13.449661319324926,13.42062759399414,13.382847322081293,13.446318518425317,13.293675207026052,13.44024307025537,13.377859648254471
12.786351845862189,12.811894416809082,12.934435417440802,12.863370517818653,13.064467951034395,12.854541668519303,12.820509895451753
12.602457542687421,12.617654800415039,12.69958713685128,12.567593871031054,12.9585351576511,12.584267378982906,12.601352903575206
12.701190532528013,12.7046537399292,12.953075066392891,12.847799336057252,12.937859380862163,12.80535177780882,12.721145523859532
12.589988307403287,12.583330154418945,12.740905929260254,12.666215963036393,12.805842457081487,12.679536589974411,12.582992961459741
13.737833923703025,13.743474960327148,13.378051471491192,13.578730862626033,13.183300571374534,13.613415952728717,13.74377874838887
12.591527344136347,12.530867576599121,12.72082218551835,12.601123965931851,12.973121248238003,12.605362149687753,12.584938111502487
12.658698052140926,12.677412033081055,12.638249100282795,12.443629159204692,12.785356598866809,12.556853989576378,12.647681444840488
12.457787591126165,12.472196578979492,12.657132832898167,12.50495456362714,12.953689500858355,12.431121311423984,12.501773439008959
14.016466019664252,14.015800476074219,13.667089748252605,13.690200523733989,13.417989311723339,13.740943678953458,13.929391191453186
12.203153803458378,12.214088439941406,12.502310833249853,12.304226284839183,12.70786769734511,12.276000049679226,12.26634097023349
13.276790065761405,13.260668754577637,13.170517096179186,13.2500699153325,13.030130380724222,13.254733307982352,13.217406832536739
12.451888683100677,12.491490364074707,12.72075423570909,12.607685719542932,12.878479259475291,12.577566916419867,12.514370513313782
12.26596942337307,12.189483642578125,12.447964357132584,12.225947794543345,12.718344758641582,12.143245911708139,12.240061055390987
13.272200653528818,13.22761058807373,13.33986922923405,13.360043740998684,13.225570168928215,13.30258215771405,13.216223823948239
13.868856654027171,13.819765090942383,13.400955320429933,13.829796069677988,13.204614609999346,13.80582921070948,13.79893966513181
13.25362526914328,13.30860424041748,13.375289562292114,13.421813589229796,13.197503535928014,13.329483185581985,13.325762520874976
12.372274642695155,12.420145034790039,12.64596011571193,12.454471878749787,12.77347293153712,12.481638500103202,12.39885042860157
12.281223900610929,12.268977165222168,12.691189946378703,12.456995622603637,12.80908969749776,12.488177250418632,12.307196907601925
13.634826860377059,13.616005897521973,13.747965553678597,13.834585644596148,13.393658850434639,13.749463503609359,13.611238399029185
13.276133649821867,13.23798656463623,13.12500831243317,13.085916582322868,13.118312427291313,13.08197792365486,13.258291088948937
12.968785156453743,12.98939323425293,12.800875440982546,13.048552368635573,12.854402924635602,13.133457736651508,13.036717818381922
12.507172798853663,12.526922225952148,12.632581289482586,12.533736318923056,12.82794373750129,12.533205682867687,12.516270629469032
